"x","y","z","var_x","var_y","cov","n","labels","surface","idx","matching","boundary_axis_idx1","boundary_axis_idx2","yaxis","zaxis","area_over","segments"
77.8488279206396,128.572741513001,0,16.733191944809,17.0582257376068,-0.0922891398430252,0,1,2,15,17,0,0,0,0,0,1
83.5812283971715,106.869988274109,150,34.519217527645,35.1897368322398,-0.19038943586501,0,1,0,14,17,0,0,0,0,0,1
423.735772938683,211.223153934208,0,32.4452401803311,29.7587548816281,4.86106869085374,0,1,2,2,2,0,0,0,0,0,2
498.039552034299,267.779532816914,150,61.6464716893914,56.5420968653171,9.23608930430081,0,1,0,2,2,0,0,0,0,0,2
525.946872252901,231.800398103553,0,114.367775272135,103.800700601687,0.653501646595406,0,1,2,11,11,0,0,0,0,0,2
573.955483045191,234.758075853616,150,65.2911979071388,59.2585894294376,0.373065939911108,0,1,0,10,11,0,0,0,0,0,2
582.180585554918,44.3793958706009,150,5.16715780524777,6.24697962474621,-0.635719828642805,0,1,0,12,14,0,0,0,0,0,2
603.17742160319,0,64.1182753089441,17.5909672966023,66.3860163646369,-12.7394250276177,0,1,1,2,14,0,0,0,0,0,2
634.228469408112,93.5078214605436,0,74.9235435810852,63.0702117568379,-3.21186368027873,0,1,2,17,19,0,0,0,0,0,2
701.961232474777,76.3343192291839,150,130.205844761039,109.606549489381,-5.58173894772766,0,1,0,16,19,0,0,0,0,0,2
826.747146628433,82.1448998903468,0,8.39782931916045,8.07595027352319,-0.624073586453886,0,1,2,18,20,0,0,0,0,0,3
875.627099420419,44.2707746679801,150,22.3180838295951,21.4626827614921,-1.65855249771788,0,1,0,17,20,0,0,0,0,0,3
2509.84021175806,139.48730688246,0,18.3132607677748,20.0091612268465,-1.06437182324332,0,1,2,25,28,0,0,0,0,0,4
2535.3257200947,86.599093648993,150,44.7838455484595,48.9310816444194,-2.60283174704452,0,1,0,25,28,0,0,0,0,0,4
2666.46115367368,160.459201572758,150,61.8525497147095,48.0191380796648,0.278717626923623,0,1,0,5,5,0,0,0,0,0,5
2747.06452707742,162.082569258161,0,110.779936878459,86.0036916936657,0.49913351397947,0,1,2,5,5,0,0,0,0,0,5
2990.45997611885,59.1305530603354,0,49.7423938263967,65.2903301864949,3.40353615951972,0,1,2,8,8,0,0,0,0,0,6
3008.56796310854,145.640891771399,150,16.1968478939284,21.2594712719631,1.10824010824708,0,1,0,7,8,0,0,0,0,0,6
3198.46431855209,106.965807412609,150,28.9528734217633,31.5950658650671,0.834702067037111,0,1,0,9,10,0,0,0,0,0,7
3212.23978515043,154.558147860433,0,7.51893511774405,8.2051085022419,0.216768209079562,0,1,2,10,10,0,0,0,0,0,7
3486.9764781392,272.903664607602,150,1.16227789257783,1.05209174407571,0.16901392035434,0,1,0,19,22,0,0,0,0,0,8
3525.10661995482,300,73.6707655232288,11.8977927402758,35.3405627497849,-15.6389578019023,0,1,3,3,22,0,0,0,0,0,8
3746.01030206183,181.057998498745,150,2.59748613602106,2.50799040549368,0.013552715716996,0,1,0,22,25,0,0,0,0,0,9
3774.68559833225,185.304909023209,0,10.6365259009103,10.2700459239358,0.0555017510797899,0,1,2,22,25,0,0,0,0,0,9
3887.39171710798,67.758846235702,150,7.90386473710452,7.25318730057059,1.32585067561797,0,1,0,3,3,0,0,0,0,0,10
3965.67404359078,129.154375829918,0,0.653454535182541,0.599657781243895,0.109609325337036,0,1,2,3,3,0,0,0,0,0,10
4001.29980057074,172.083294095525,0,60.4129380685268,57.0435318052971,-2.83507212492167,0,1,2,24,27,0,0,0,0,0,10
4046.31805387553,146.467929447432,150,26.6113944862073,25.1272000714168,-1.24882445526475,0,1,0,24,27,0,0,0,0,0,10
4162.15474745945,136.208628015634,150,14.344970561323,13.9247973135311,0.727636581502753,0,1,0,15,18,0,0,0,0,0,11
4202.51489003061,166.564227257321,0,3.62368743462698,3.51756500401498,0.183812667022437,0,1,2,16,18,0,0,0,0,0,11
4222.14100767707,300,48.8121822832926,9.37060869203184,37.0542942750363,-9.80111771159042,0,1,3,1,7,0,0,0,0,0,11
4237.59970256649,278.780139465354,0,2.58154790948049,2.82781349536184,-0.339492303707758,0,1,2,7,7,0,0,0,0,0,11
4305.29730782639,142.698089866847,0,21.7318148290061,17.1675737568437,-2.1367082616688,0,1,2,9,9,0,0,0,0,0,11
4391.67731430917,108.571698374146,150,7.64250968937851,6.03738063212379,-0.751428500791894,0,1,0,8,9,0,0,0,0,0,11
4462.15717605883,144.959014416319,150,44.5316901575147,38.6101016525671,-6.39034010760771,0,1,0,18,21,0,0,0,0,0,11
4482.87767016487,221.098391833902,150,33.9451020535725,29.1562161443902,-3.65319356724609,0,1,0,21,24,0,0,0,0,0,11
4543.01025740596,93.3103305909549,0,100.006442312025,86.7081343259312,-14.3510256887609,0,1,2,19,21,0,0,0,0,0,11
4557.74642726718,180.652907436572,0,12.3586240615563,10.6150895841122,-1.33003758503006,0,1,2,21,24,0,0,0,0,0,11
4679.00104062169,24.4824641865027,0,20.8342316264632,20.8203175346639,0.361566556767135,0,1,2,20,23,0,0,0,0,0,12
4699.1418652745,44.2396466995504,150,7.54027674280483,7.53524893665543,0.13086005623332,0,1,0,20,23,0,0,0,0,0,12
4751.59180563742,80.1372131002437,0,58.8296071100465,45.1124828531244,-0.801330335762319,0,1,2,6,6,0,0,0,0,0,12
4834.57536584535,75.3058417818084,150,22.8301689957711,17.5069310094471,-0.310979341549741,0,1,0,6,6,0,0,0,0,0,12
