"x","y","z","var_x","var_y","cov","n","labels","surface","idx","matching","boundary_axis_idx1","boundary_axis_idx2","yaxis","zaxis","area_over"
585.02585693364,300,218.7857875801,57.7059708880899,1100.14222715739,-106.178553975508,0,1,3,3,13,0,2,300,150,14.3431023255423
591.895069838354,288.897055918441,150,35.9336225284985,37.2193579818112,-0.772528626285025,0,1,0,12,13,0,2,300,150,86.3943318640265
607.042760263496,256.585571409454,0,14.1182932706332,14.6234124015526,-0.303518204675449,0,1,2,11,13,0,0,0,0,0
2374.70459181594,0,170.627223128107,36.1249683383532,109.221617978398,-34.0800316219631,0,1,1,2,10,0,1,0,150,6.59342975848656
2383.02487263657,-11.7587197610244,150,29.5089659238472,32.2844402637226,-5.17273703390855,0,1,0,9,10,1,0,0,150,41.9270370733519
2462.03366588304,129.395145915042,0,15.3778727196568,14.1555633417537,2.42239825149286,0,1,2,8,9,0,0,0,0,0
2537.61442788284,188.275787220252,150,41.9721189372658,38.6359703562715,6.61167241016041,0,1,0,8,9,0,0,0,0,0
2590.80860443662,227.737280595096,0,15.2580285105603,16.4050559082499,-0.21414112177742,0,1,2,12,14,0,0,0,0,0
2598.37955909694,185.81541111312,150,45.0565636105274,48.4437208984123,-0.632341323369193,0,1,0,13,14,0,0,0,0,0
2664.20414254827,88.1213511509555,150,79.1969475647192,67.9741346075377,-2.56304696677589,0,1,0,5,6,0,0,0,0,0
2726.98089958284,74.4631285687565,0,139.256192142529,119.522545988344,-4.50674132981195,0,1,2,5,6,0,0,0,0,0
2894.14937877249,211.251131640256,0,24.9663596728803,28.4919296928928,0.917750441039821,0,1,2,6,7,0,0,0,0,0
2908.458524018,269.722832908109,150,4.91106884076425,5.60456657576661,0.180528274939401,0,1,0,6,7,0,0,0,0,0
3179.45666255969,-12.8295341706123,0,45.9691528436562,58.175411429794,0.308307144151027,0,1,2,1,2,3,0,0,0,138.943723626011
3179.74691627734,0,-21.6042118158595,41.5681588035672,199.004172883483,-2.04735618044098,0,1,1,1,2,3,0,0,0,84.9318482890723
3261.9792532499,139.110171839165,0,4.09998481468537,4.59521172454612,-0.673976774087967,0,1,2,7,8,0,0,0,0,0
3271.49168331102,238.499577849341,150,2.04303728000836,1.91729729601336,-0.0569365158770035,0,1,0,4,5,0,0,0,0,0
3313.38937838605,222.348147380475,0,11.6429866604124,10.9263588500558,-0.324467634068741,0,1,2,4,5,0,0,0,0,0
3316.01222760694,61.6932943849457,150,16.5044896182789,18.4981412247418,-2.71309469522806,0,1,0,7,8,0,0,0,0,0
3395.52716219347,265.982753186265,150,5.96884232776162,5.97199875007071,0.0499358330911668,0,1,0,3,4,0,0,0,0,0
3409.09163110004,279.983211173385,0,0.89978174921952,0.900255802876572,0.00752633220111104,0,1,2,3,4,0,0,0,0,0
3440.04860519917,147.459620488774,150,34.2531272989278,38.2322365733923,-0.779817500786593,0,1,0,2,3,0,0,0,0,0
3449.9139546115,95.2562655208851,0,58.6437232886942,65.456046654478,-1.33502036729892,0,1,2,2,3,0,0,0,0,0
3815.80308613694,168.994234460893,150,13.8077559979205,13.155619898026,1.7182720473349,0,1,0,11,12,0,0,0,0,0
3878.91840141883,221.259009721236,0,32.3357802254354,30.8085879403372,4.02395261780523,0,1,2,10,12,0,0,0,0,0
4178.99081024626,17.195667661272,0,16.6760895439091,14.1539428616447,0.157377147942283,0,1,2,13,15,0,0,0,0,0
4242.48531226427,21.1423295047566,150,35.3166448101368,29.9752758190624,0.33329799921198,0,1,0,14,15,0,0,0,0,0
4547.41043645809,240.432560267467,150,30.0622087225107,31.5359289160182,0.862018940116943,0,1,0,15,16,0,0,0,0,0
4564.78848889218,278.149620789024,0,68.2097884463894,71.5535692910897,1.95589899468004,0,1,2,14,16,0,4,300,0,75.6624445357004
4718.95113894994,100.487668599983,150,11.1117987918346,10.241727617629,1.68733426512429,0,1,0,10,11,0,0,0,0,0
4793.04454548847,157.901133877393,0,28.7288886308915,26.479387233465,4.36247479516512,0,1,2,9,11,0,0,0,0,0
