"x","y","z","var_x","var_y","cov","n","labels","surface","idx","matching","boundary_axis_idx1","boundary_axis_idx2","yaxis","zaxis","area_over","segments"
32.386648030149,88.2549913679189,0,14.540712349994,16.4641287150727,2.10640881846164,0,1,2,1,1,0,0,0,0,0,1
80.4972271282895,163.108169895242,150,1.4943354843605,1.69199694451613,0.216471209000346,0,1,0,1,1,0,0,0,0,0,1
312.909373613767,83.8251328184991,150,2.03599325467304,2.25111502003337,0.102907734491981,0,1,0,6,6,0,0,0,0,0,2
334.511895454138,137.649389869236,0,13.6945454101009,15.1413789582433,0.692189141818553,0,1,2,6,6,0,0,0,0,0,2
745.518762951387,264.899599336372,0,31.1712257750603,36.196091616256,-2.68204232638288,0,1,2,2,2,0,0,0,0,0,3
775.086844260775,196.686567345991,150,6.32553505119082,7.34523480472244,-0.544261527562561,0,1,0,2,2,0,0,0,0,0,3
821.980411162389,108.50144834937,150,36.78835422471,36.9795144292503,-0.156335494980985,0,1,0,19,23,0,0,0,0,0,3
829.317595062473,95.4166784059902,0,69.1124786738687,69.4715614194731,-0.293707278362177,0,1,2,22,23,0,0,0,0,0,3
926.953710440124,143.773494060054,150,51.9823858516037,40.6678979827227,3.05738216256837,0,1,0,8,8,0,0,0,0,0,3
1009.6410747746,164.687706806237,0,112.618280590356,88.1058150036194,6.62371878214158,0,1,2,7,8,0,0,0,0,0,3
1015.6196388773,90.7395271544724,150,22.2430118643462,17.6816897972306,-0.969705916098883,0,1,0,17,19,0,0,0,0,0,3
1093.9085980446,74.7866533763177,0,8.6253125068008,6.85655534609405,-0.376033367074693,0,1,2,18,19,0,0,0,0,0,3
1198.28195747242,257.426491150403,0,1.01313267966962,0.861943757900074,0.0684001896634391,0,1,2,9,10,0,0,0,0,0,3
1267.47266910231,284.079665864327,150,10.2920074438539,8.75593796421102,0.694801158070777,0,1,0,10,10,0,0,0,0,0,3
1378.3904730318,287.896280051096,150,18.9926819149978,16.3812826124859,1.10529020816423,0,1,0,5,5,0,0,0,0,0,3
1427.4074004558,300,36.4294149021965,328.023571992164,1592.80096253975,-675.997297864458,0,1,3,2,5,4,0,300,0,-6.67694345836776,3
1443.66551364081,311.814850382788,0,58.5610926089755,50.5092751327453,3.40798867645502,0,1,2,5,5,0,4,300,0,180.861158788612,3
1668.31245151281,245.772974303353,0,54.1731247197893,67.422368283953,-5.29543266157984,0,1,2,12,13,0,0,0,0,0,4
1696.61408236497,165.040585895531,150,17.2183324520207,21.4294543482309,-1.68309079747056,0,1,0,12,13,0,0,0,0,0,4
1971.56097015424,89.8579988488997,150,25.491273144585,26.9480827500528,1.25763318438226,0,1,0,16,18,0,0,0,0,0,5
1997.24341118893,134.412111222754,0,52.0368042659928,55.0106269973067,2.56727044466097,0,1,2,17,18,0,0,0,0,0,5
2277.23914290632,157.207831663057,0,42.7762481183866,43.459595931427,0.111928439642963,0,1,2,23,24,0,0,0,0,0,6
2280.30905792981,176.439722378828,150,14.7055983937868,14.9404889402429,0.0384754276937751,0,1,0,20,24,0,0,0,0,0,6
2485.61095755784,0,72.9056171478654,6.0476221862113,24.5462527142231,-6.65400434030547,0,1,1,4,11,0,0,0,0,0,7
2509.08038666827,31.2673629499478,0,0.617647313015651,0.666584717565835,0.0790083803460565,0,1,2,10,11,0,0,0,0,0,7
2719.18716269205,74.284865443963,0,8.5987964158737,9.21979075142735,-0.22652202085806,0,1,2,14,15,0,0,0,0,0,8
2733.15288844158,31.4457993544443,150,19.2193811330963,20.6073930834411,-0.506304424179633,0,1,0,13,15,0,0,0,0,0,8
2888.73631173247,79.1634520639258,0,55.4273504501952,56.3152944577856,-8.42176178890083,0,1,2,3,3,0,0,0,0,0,9
2950.35326298067,14.2126696926538,150,100.934775369766,102.551730067737,-15.3362597852087,0,1,0,3,3,1,0,0,150,408.003004271815,9
2966.4146555513,0,190.274338767805,186.391127663458,625.665352639914,216.496000155933,0,1,1,1,3,0,1,0,150,139.189935884212,9
3110.28021102484,235.485552638464,150,18.6267612947495,18.9148771916271,0.35378221823342,0,1,0,14,16,0,0,0,0,0,9
3127.36053203441,260.883495976923,0,3.00634723260564,3.05286141948107,0.0570958711625507,0,1,2,15,16,0,0,0,0,0,9
3231.02263489681,53.2741368367832,0,83.7772659821006,81.4836439912482,1.51310891308709,0,1,2,4,4,0,0,0,0,0,9
3260.1835788133,67.7626438969746,150,44.9978687813176,43.7659629575897,0.812699324840203,0,1,0,4,4,0,0,0,0,0,9
3401.10452716811,149.501828343881,150,7.69245306032758,9.19378880630098,0.161386159848986,0,1,0,21,25,0,0,0,0,0,9
3408.19867755966,216.249580114894,0,19.3417829535517,23.1167132344689,0.405790895539305,0,1,2,24,25,0,0,0,0,0,9
3606.29283337336,83.345220392775,150,24.9255715153675,20.8568248718915,2.91653710052111,0,1,0,15,17,0,0,0,0,0,10
3687.01539305625,125.458941120769,0,56.807435904548,47.5343373396332,6.64706926501966,0,1,2,16,17,0,0,0,0,0,10
