"x","y","z","var_x","var_y","cov","n","labels","surface","idx","matching","boundary_axis_idx1","boundary_axis_idx2","yaxis","zaxis","area_over"
100.30687896502,91.0405488059234,150,10.5624635126686,12.3813845468024,-1.04763557046203,0,1,0,16,20,0,0,0,0,0
132.988144542328,19.3916635038839,0,31.7898598459419,37.2642770728833,-3.15305425253156,0,1,2,20,20,0,0,0,0,0
643.212149379435,49.1296600046785,150,123.954650098083,103.195600900952,13.1724979756171,0,1,0,18,22,0,0,0,0,0
714.326826905455,212.080245081344,0,29.5939337731988,27.2607686951987,1.49392962064428,0,1,2,18,18,0,0,0,0,0
722.728386661147,87.7089290418578,0,69.8673973808606,58.1667155129885,7.42467903976074,0,1,2,22,22,0,0,0,0,0
739.172821548586,83.7395239014934,150,2.23805247145919,1.76075961836216,-0.112439633232286,0,1,0,8,9,0,0,0,0,0
765.323145069456,236.960617341435,150,10.1190158150602,9.32123932413982,0.510815573740096,0,1,0,14,18,0,0,0,0,0
819.917341099028,65.6704574038812,0,11.5099741475479,9.0553515596693,-0.578260542513284,0,1,2,9,9,0,0,0,0,0
1079.86900965623,170.214760908918,0,29.523722456863,25.6455248615615,0.360896320116583,0,1,2,2,2,0,0,0,0,0
1138.55676635952,175.629557315057,150,6.59530971605672,5.72895769031534,0.0806132166280324,0,1,0,2,2,0,0,0,0,0
1174.79046837763,-22.3053277848726,150,117.805835312967,107.784266604966,10.4584737212998,0,1,0,15,19,1,0,0,150,163.836819969496
1202.95954371739,0,81.7101821427517,271.622079459882,1275.39506287915,-485.670266407301,0,1,1,4,19,3,1,0,150,61.365202033254
1235.62789247685,16.006346713342,0,63.3498189227976,57.9607455252479,5.62402391754568,0,1,2,19,19,3,0,0,0,87.2019164532136
1265.57935290409,31.2520587750316,0,5.21378631993468,6.27037331766664,-0.230312003399707,0,1,2,12,12,0,0,0,0,0
1272.23370550193,0,69.2813860533055,10.4763109753689,57.3160567095095,4.55546426237938,0,1,1,2,12,0,0,0,0,0
1286.73491455086,275.811471935193,150,2.53370899153215,2.18944841434961,-0.335628572853035,0,1,0,5,6,0,0,0,0,0
1365.71414398236,227.556179958734,0,15.8472880106672,13.6940751388861,-2.09924038560024,0,1,2,6,6,0,0,0,0,0
1782.05815612429,68.7226819299263,0,17.5644273807441,17.0707804071343,-0.41262465900176,0,1,2,13,13,0,0,0,0,0
1813.28084210959,51.0168929464237,150,49.5077581333663,48.1163680787791,-1.16305237196635,0,1,0,11,13,0,0,0,0,0
2075.76800235976,265.339232153972,150,24.1542187242284,25.9607935756584,-2.70782009310744,0,1,0,4,5,0,0,0,0,0
2120.29700974697,203.543978605327,0,3.55044724106915,3.81600649125981,-0.398029537312177,0,1,2,5,5,0,0,0,0,0
2249.05129300899,120.064347591519,0,47.3633227781074,43.3368535527997,1.71970817621234,0,1,2,15,15,0,0,0,0,0
2294.02348315467,246.655284385833,150,35.3686805638016,35.4301748106113,0.0323845190766487,0,1,0,17,21,0,0,0,0,0
2296.99952607379,253.585293656864,0,19.7640931789185,19.798469170294,0.0180954315558823,0,1,2,21,21,0,0,0,0,0
2298.65069015477,138.364452741984,150,19.9884046815413,18.2891406498845,0.725759074798062,0,1,0,12,15,0,0,0,0,0
2561.0824789575,230.494946145318,0,16.0240436942076,12.2115907979558,-0.0493794346634306,0,1,2,11,11,0,0,0,0,0
2644.98697877626,229.408417862229,150,1.39902421518419,1.06616392007601,-0.0043084465810845,0,1,0,10,11,0,0,0,0,0
2843.47310180486,261.378115906716,150,83.5511516405645,100.551654033653,-2.47990612809176,0,1,0,1,1,0,0,0,0,0
2853.27379613381,192.790959635605,0,42.2405216052542,50.8353554828079,-1.25374302753124,0,1,2,1,1,0,0,0,0,0
3726.88518479797,128.997519690087,150,61.9804680449803,59.8454173526992,2.10628832502089,0,1,0,7,8,0,0,0,0,0
3763.20454370271,151.307585854914,0,35.8197916511084,34.5859070907276,1.21725621500126,0,1,2,8,8,0,0,0,0,0
4563.92748618335,304.109883982892,0,44.357604039445,44.6478853349937,-1.07020400513304,0,1,2,16,16,0,4,300,0,366.342209785764
4564.65279388316,300,4.39022192861538,73.8654653164339,1556.9550106408,222.28737079804,0,1,3,3,16,4,0,300,0,442.143006498194
4585.94729798244,278.902034592375,150,24.288058880632,24.4470248021909,-0.585986868419456,0,1,0,13,16,0,0,0,0,0
4636.71193619354,247.230409613362,150,177.317253204091,146.094712784613,-12.7160846749148,0,1,0,6,7,0,0,0,0,0
4708.60168011488,295.142402066102,150,40.0829809581025,40.1966007578437,1.01361864875292,0,1,0,3,3,0,2,300,150,721.062412616805
4712.20476609764,220.375045007635,0,96.7434288285663,79.708553862568,-6.9378506789345,0,1,2,7,7,0,0,0,0,0
4717.59167904115,300,91.8376291182346,92.6432277245019,1892.06758334842,-288.466999669987,0,1,3,1,3,4,2,300,150,56.439476891988
4732.0974924314,319.991834578011,0,73.2928454990263,73.5005994477401,1.85345892654887,0,1,2,3,3,0,4,300,0,348.618765125841
