"x","y","z","var_x","var_y","cov","n","labels","surface","idx","matching","boundary_axis_idx1","boundary_axis_idx2","yaxis","zaxis","area_over"
131.326038358773,242.177041914367,0,4.14805455594463,3.53169384716873,-0.759875446017663,0,1,2,8,11,0,0,0,0,0
223.127916897237,180.34348310151,150,28.600661769883,24.3509657842886,-5.23937130559572,0,1,0,8,11,0,0,0,0,0
462.074897566648,75.3325614707448,0,26.0292331847968,32.8470085864622,3.36921729698109,0,1,2,18,21,0,0,0,0,0
497.639207581105,161.908061088698,150,11.009773477667,13.8935187358373,1.42509727278035,0,1,0,18,21,0,0,0,0,0
618.67119218476,145.687996811045,150,18.0522843675468,14.4172405803351,2.19635381193878,0,1,0,2,2,0,0,0,0,0
707.349256773884,187.408717426004,0,1.91596885605951,1.53017374745044,0.23310816185475,0,1,2,2,2,0,0,0,0,0
938.58505865508,0,69.2184934013019,4.36950295237442,18.6973573502547,-3.19269241589658,0,1,1,3,6,0,0,0,0,0
953.290963312601,33.9390063293212,0,0.583815070431832,0.697359279770405,0.0593031503592445,0,1,2,4,6,0,0,0,0,0
1066.33379229461,300,70.9248630294324,20.8616387816958,39.8341240699105,-18.7340945999553,0,1,3,12,31,0,0,0,0,0
1109.76778884597,261.518074537147,0,3.3305860102536,3.16680382246449,-0.829333034195403,0,1,2,27,31,0,0,0,0,0
1341.49000447022,236.644096819995,0,10.2402483291714,9.81841827777538,0.203090093898098,0,1,2,26,30,0,0,0,0,0
1367.87855560433,148.189070784891,150,38.9380786609868,32.5075256542399,2.66062521397411,0,1,0,17,20,0,0,0,0,0
1375.64788840235,250.478912578897,150,0.360640160468582,0.0862309886504162,0.00178328321434155,0,1,0,27,30,0,0,0,0,0
1440.52436093564,174.34858759511,0,14.7416866338585,12.3071115532906,1.00729821810895,0,1,2,17,20,0,0,0,0,0
1518.63788434568,14.4204764625706,150,3.0992844728473,3.43672552574781,0.0881853215221262,0,1,0,4,4,0,0,0,0,0
1531.22758637021,65.6870289688757,0,12.9130537613967,14.3190561448934,0.367425284947197,0,1,2,3,4,0,0,0,0,0
1887.24234056298,0,-21.2229883256049,63.8270758095281,171.571054809833,63.2292652929599,0,1,1,7,15,3,0,0,0,101.625222756148
1896.66326796768,8.5802395469613,0,36.7179530749616,38.0136362919513,7.08680040656339,0,1,2,12,15,3,0,0,0,496.020391071297
1966.13166392716,84.6887500723107,150,7.4070027274562,7.66839331551638,1.42960200515112,0,1,0,12,15,0,0,0,0,0
2220.29790741293,0,126.142506648646,9.50256070218332,26.9184292321682,8.17833900811855,0,1,1,5,9,0,0,0,0,0
2221.84963011118,260.960258534087,150,1.71626483675859,1.51315666665948,0.000835804243342457,0,1,0,16,19,0,0,0,0,0
2229.65872696695,12.5977507159112,150,5.54690483359377,6.25658139690191,1.04913029116118,0,1,0,6,9,0,0,0,0,0
2276.86711030402,261.186591092284,0,16.5737283752396,14.6122990346593,0.00806608560084088,0,1,2,16,19,0,0,0,0,0
2443.44077894965,53.5659978048452,150,7.70310039908919,7.16153543882954,-1.26758745613226,0,1,0,28,32,0,0,0,0,0
2475.04488842629,231.45285520392,0,14.5021878234457,12.6716576724868,-0.0176681430123893,0,1,2,14,17,0,0,0,0,0
2510.9420794235,0,16.087969132706,46.0925078445782,127.737194620489,-55.3448082123394,0,1,1,13,32,3,0,0,0,7.17835188627501
2519.29195922133,-7.79344529789693,0,25.3763831262318,23.5923118116679,-4.17578480637868,0,1,2,28,32,3,0,0,0,74.2198878164236
2532.1128154096,230.901872530268,150,40.4949219120632,35.3834874071524,-0.0493525643535484,0,1,0,14,17,0,0,0,0,0
2743.65491909361,2.63355951233014,0,50.4409359543414,49.4430138113678,-0.151423478354314,0,1,2,25,29,3,0,0,0,483.138444787937
2758.61601446557,0,104,200.657606651635,5428.41843343638,780.493476349751,0,1,1,11,29,3,1,0,150,227.654992948645
2765.23159694497,-0.568224247379984,150,93.7731165023829,91.9179974577676,-0.281542867487762,0,1,0,26,29,1,0,0,150,1056.81934103746
3445.36772318913,0,191.976707171199,77.9826138721864,1546.00166151987,-188.805040809904,0,1,1,6,10,0,1,0,150,70.7001811032869
3450.56285357343,2.86002244147016,150,47.551708561905,48.6173500947088,1.16845546811055,0,1,0,7,10,1,0,0,150,829.154614946542
3469.59279251121,32.4528122371124,0,17.0021255010938,17.3831318352276,0.417782220359769,0,1,2,7,10,0,0,0,0,0
3531.07575941463,10.2012113993748,0,0.916657850274953,0.944724441779347,-0.0532898908601509,0,1,2,6,8,0,0,0,0,0
3539.3431557039,0,38.2924400897701,3.35932769669751,29.1150987069625,5.8484662759807,0,1,1,4,8,0,0,0,0,0
3831.4711019786,0,75.7198048357607,145.598216520662,751.439833689231,229.272864691631,0,1,1,9,22,0,1,0,150,0.234375312307975
3856.0781985999,19.8230936878044,150,54.0856624066274,53.6226437854723,5.25690380029022,0,1,0,19,22,1,0,0,150,0.151376948023355
3894.23402536653,87.1667797016464,0,16.1625938551253,19.9579318873817,0.38216827330643,0,1,2,9,12,0,0,0,0,0
3901.53418244273,160.393414555395,150,1.68800274808761,2.08439000896144,0.039916501958812,0,1,0,9,12,0,0,0,0,0
3903.89122581452,265.972827954311,0,13.6375406209352,10.4938835255601,-0.180986850775605,0,1,2,22,26,0,0,0,0,0
3986.20440611634,261.249426461933,150,3.19382803071847,2.45759168855496,-0.0423901383560683,0,1,0,23,26,0,0,0,0,0
3997.06745962068,83.6877989208694,0,5.12982578005414,4.58403647287286,-0.106392030006683,0,1,2,19,23,0,0,0,0,0
4049.95044385872,73.7432157698849,150,27.6286509923474,24.6890836883494,-0.573042357788486,0,1,0,20,23,0,0,0,0,0
4213.90118500349,33.6149655368397,150,26.9153943802598,26.8964140849002,0.0669956500186011,0,1,0,21,24,0,0,0,0,0
4221.95176455947,40.6047674486332,0,58.2685537267655,58.2274333026383,0.145036365534498,0,1,2,20,24,0,0,0,0,0
4231.99748705913,215.975855357804,150,8.60156356558693,8.79211527142179,-1.32202769564696,0,1,0,11,14,0,0,0,0,0
4293.31789172254,150.077182059689,0,26.6437314129722,27.2339958855609,-4.09504492321675,0,1,2,11,14,0,0,0,0,0
4328.55254185375,300,194.5,285.643465716971,2963.85452243304,-911.701372972449,0,1,3,8,16,0,2,300,150,0.689910384894944
4337.09378827789,51.8830410806256,150,4.74736415385432,4.9555855638891,-0.332852805198732,0,1,0,1,1,0,0,0,0,0
4342.11184026626,309.277357444276,150,18.5110669134362,16.942201368486,-0.235943555735929,0,1,0,13,16,0,2,300,150,18.7835359214727
4372.07529798919,4.28842177289664,0,15.7381980479585,16.4285021674698,-1.10346449904721,0,1,2,1,1,3,0,0,0,91.6107500092547
4376.03377676811,0,-17.3217151302112,25.2583183523818,180.609880319866,-38.270849441896,0,1,1,1,1,3,0,0,0,30.7067452543247
4388.34757034018,302.474761257018,0,3.61661370765227,3.31008554196681,-0.0460982694500702,0,1,2,13,16,0,4,300,0,16.9416795051268
4720.62911795873,300,-41.9586826801953,220.500156869398,2207.04712119889,534.665365055301,0,1,3,10,28,4,0,300,0,238.756791196811
4730.93259903485,297.218446984591,0,82.4079274889925,80.7713301009119,-4.03154511763673,0,1,2,24,28,0,4,300,0,814.834659235271
4768.81642472256,266.249661295659,150,42.3410679371909,41.5004382051795,-2.07144931400195,0,1,0,25,28,0,0,0,0,0
